age,monthly_income,loan_amount,credit_score,employment_years,existing_loans,default
33,15000,285072,850,2.5,2,0
60,20603,1196072,764,3.1,1,0
38,78038,145163,683,8.3,1,0
19,164640,264775,730,3.7,0,0
44,84255,1165436,659,21.7,1,0
55,59526,656935,658,8.0,1,0
43,48397,510579,575,6.5,0,1
55,134537,263351,615,4.4,1,0
63,177894,453342,844,2.7,0,0
42,34471,287718,583,0.3,2,0
28,15000,222457,627,0.1,0,0
25,15000,186456,672,0.2,3,0
25,108350,828420,675,16.0,3,0
50,47656,421542,710,2.0,2,0
24,54717,568985,642,6.0,0,0
55,16740,499487,715,4.5,2,0
38,31197,629533,771,4.2,0,0
25,41056,360852,781,4.3,0,0
68,55531,300942,658,1.8,1,0
38,38593,230446,728,10.9,4,0
37,26307,142746,588,12.6,1,0
25,30615,180299,622,5.2,0,0
63,101214,330270,586,10.0,1,1
48,56776,122708,676,0.3,2,0
67,70777,146410,611,0.5,3,0
46,28586,1018368,558,4.1,1,1
65,15000,529317,649,9.4,0,0
26,35815,308208,541,1.9,2,0
32,29145,2723040,786,4.0,1,1
47,60440,118349,635,0.1,1,0
43,352016,965584,758,21.6,0,0
27,74391,404669,640,7.3,2,0
46,253109,829051,584,2.2,2,0
33,68958,482705,774,20.4,2,0
53,33592,98933,687,0.5,2,0
37,60400,477523,830,3.1,1,0
62,142683,578645,642,0.3,3,0
54,146933,76604,644,2.0,1,0
39,34710,2095365,760,1.2,1,1
24,57062,567483,760,1.9,1,0
40,20794,757357,692,14.7,2,0
58,80402,174133,850,2.8,0,0
57,124494,768729,657,2.0,0,0
46,50205,1057696,578,5.1,4,1
33,32845,541909,599,5.8,1,0
55,60844,439108,658,20.6,1,0
45,62973,216453,801,3.9,2,0
65,51466,372143,665,7.0,1,0
55,54569,293718,805,2.4,0,0
48,44166,699133,714,0.9,1,0
31,89105,224156,766,2.8,0,0
50,76247,695037,710,2.7,2,0
26,27177,226117,710,2.7,1,0
44,26732,358655,740,5.9,0,0
41,42081,724209,634,2.6,1,0
30,76275,251944,635,15.4,0,0
43,53574,744471,707,20.3,0,0
46,33326,688585,835,3.7,1,0
68,57349,356197,556,4.1,1,0
66,40195,1120657,517,2.6,1,1
60,83140,470818,658,2.2,1,0
45,59864,1068558,762,21.1,1,0
45,40571,1857555,684,0.2,1,0
25,56325,364746,586,2.6,4,1
40,107907,741154,686,0.8,1,0
46,34829,265652,541,6.5,0,0
22,62417,193638,730,1.1,2,0
59,46991,378371,655,10.8,3,0
24,63334,148734,673,2.3,0,0
59,33099,208963,714,12.5,1,0
53,52375,710089,696,21.5,4,0
58,95291,293337,636,7.4,3,0
44,27939,781063,762,4.9,1,0
63,22078,562153,743,0.8,1,0
19,22586,1945293,538,13.5,0,1
42,24284,672979,661,7.5,2,0
26,70066,1078815,593,1.7,1,0
44,21088,610179,578,3.2,1,1
18,40997,567567,722,0.4,2,0
40,71038,1123305,646,5.4,3,0
27,62943,755426,668,0.7,1,0
59,38896,523373,626,5.3,0,0
69,54970,521530,709,5.6,2,0
42,52275,680500,734,2.0,1,0
20,42849,258564,850,14.8,0,0
23,43195,249936,665,7.5,2,0
23,187447,1383773,564,3.4,1,0
19,79665,1966038,639,12.5,1,0
35,217160,210426,747,9.7,1,0
40,36381,259057,618,5.9,1,0
19,46584,1103522,561,0.8,0,1
29,22042,677941,619,3.4,2,1
39,30159,760052,637,10.0,4,0
54,153452,906440,593,4.7,0,0
37,35838,364913,697,3.9,1,0
56,155060,576065,673,15.5,1,0
41,23248,541313,743,0.1,3,0
65,26053,222616,644,0.1,3,0
37,39945,569248,724,11.2,1,0
18,47181,1190838,640,0.2,0,0
18,85293,338640,589,2.0,0,1
34,64245,499846,636,12.9,3,0
18,38185,521970,550,5.9,2,1
69,45252,352310,823,5.2,1,0
62,40479,760340,691,5.4,2,0
47,28316,256772,616,1.9,1,1
58,28773,1284803,649,3.8,5,1
64,90828,730120,483,5.0,4,1
20,16368,209103,794,1.8,1,0
63,129367,1720985,786,7.9,0,0
28,39902,506095,688,1.9,2,0
41,30837,248113,705,0.4,1,0
39,76408,1070507,578,1.1,2,1
61,119506,657195,584,2.6,0,0
62,95853,107197,544,11.9,4,0
43,66244,290532,667,2.7,2,0
30,94100,553091,764,0.5,4,0
18,17502,78617,649,1.1,4,0
41,35842,473570,707,3.9,0,0
27,28375,502014,758,1.0,2,0
52,102209,171648,550,0.3,2,1
41,38945,549363,827,6.3,1,0
45,81409,445062,772,7.7,0,0
53,67610,170580,721,9.5,3,0
33,29220,923243,753,9.3,4,0
57,34469,864825,757,2.4,2,0
33,106541,350883,703,6.6,3,0
34,30782,377427,794,4.4,3,0
68,52834,790966,643,0.1,5,0
32,30652,376799,716,2.6,1,0
33,40604,94397,785,0.3,2,0
32,47681,653141,464,0.4,3,1
51,30646,230819,715,0.3,2,0
28,27549,323879,737,16.2,4,0
18,58207,1420183,543,9.3,1,1
32,29529,397447,702,2.9,2,0
43,30139,443027,616,1.4,2,0
68,27905,665127,711,0.4,2,0
21,46782,662825,672,2.8,1,0
60,86354,212063,604,4.6,1,0
22,121044,421578,768,8.0,3,0
52,31711,455395,646,0.3,0,0
30,178115,549971,701,2.7,4,0
27,26827,557589,785,18.8,4,0
28,93913,3505883,606,0.6,2,1
35,31792,172700,680,2.6,0,0
51,29069,969051,640,1.6,1,1
56,31355,1140184,658,0.7,2,0
58,47502,656204,850,9.1,2,0
59,69423,262957,716,6.0,2,0
67,73271,1675688,705,2.7,1,0
40,27822,76604,721,2.3,1,0
24,27070,256116,714,8.8,3,0
56,28283,1129567,533,0.5,3,1
20,45852,329032,850,0.8,1,0
29,43213,1586707,562,11.9,1,1
24,27719,131999,818,8.5,0,0
66,57627,181737,729,7.5,0,0
43,190525,289146,694,4.9,1,0
50,36212,617799,655,1.7,2,0
54,37793,370416,850,13.7,3,0
65,68582,298845,728,3.4,2,0
32,35056,1378238,681,1.6,0,1
19,73231,1484748,637,2.3,0,1
58,31852,317583,627,0.1,2,0
24,147159,112666,684,1.5,2,0
49,60286,78748,605,1.0,0,0
21,33792,535754,734,0.7,2,0
37,34433,747705,628,0.2,1,1
67,36016,465281,760,1.3,1,0
53,111708,418015,758,0.5,2,0
49,22896,232435,675,0.2,2,0
45,32834,747122,726,0.7,2,0
30,34996,1693907,730,1.1,0,1
18,48561,75094,563,2.7,3,1
52,41661,415816,818,4.4,2,0
65,20035,203561,659,1.9,1,0
47,38565,134272,735,0.8,5,0
53,46178,179157,737,14.1,1,0
42,33628,599432,480,3.6,0,1
33,74018,611683,627,6.8,2,0
36,85105,1422932,747,5.9,1,0
18,46768,445532,684,1.7,0,0
22,56292,108382,735,4.1,2,0
68,15000,365661,687,4.6,3,0
39,38075,145932,778,2.2,1,0
41,89580,168478,689,5.6,2,0
60,38022,703939,793,7.8,2,0
62,31496,516765,601,2.3,1,0
69,192261,707896,669,0.1,1,0
54,146012,332370,632,2.1,1,0
53,64896,832695,711,0.6,0,0
53,97085,317831,657,0.8,4,0
21,15000,1080945,661,2.3,0,1
53,30560,582865,623,1.2,3,1
69,36976,374895,643,13.7,1,0
35,42549,524224,679,5.3,2,0
67,36535,436136,518,3.7,1,1
33,15000,1586253,495,0.0,0,1
58,61797,538396,684,0.5,1,0
35,67927,441842,458,7.8,2,1
39,128173,365567,664,2.5,0,0
19,30546,868521,649,0.2,0,0
38,29082,779439,723,8.7,2,0
53,15000,355374,626,1.8,1,1
61,41103,175516,805,2.4,3,0
56,84176,215006,747,18.3,2,0
64,33960,381806,559,0.1,1,0
56,177383,1301648,657,6.4,3,0
46,42025,362166,802,14.9,2,0
43,53540,275048,624,0.3,1,0
38,21636,108166,675,10.1,2,0
34,58240,1484863,792,2.7,3,0
33,15000,697475,636,10.5,0,1
48,74326,836354,769,1.8,1,0
68,75709,954889,607,20.3,3,0
26,110810,387788,448,5.2,2,1
48,26582,473388,778,4.9,1,0
31,53978,1455531,715,8.2,4,0
66,68753,510764,720,2.9,4,0
54,63918,707873,592,1.5,3,0
19,29167,887745,598,1.5,2,1
69,15000,739955,772,2.0,2,0
65,60365,399298,699,4.8,1,0
63,44734,430581,670,9.1,2,0
31,34891,824153,697,3.5,0,0
50,77525,823074,800,2.6,3,0
52,47717,1126454,737,7.9,1,0
56,22214,687541,642,1.7,1,1
64,15384,713034,567,5.8,0,1
68,24899,309592,727,0.6,1,0
37,206036,277917,606,0.6,0,0
19,75634,826127,585,5.2,1,1
68,54894,279470,785,0.4,3,0
58,43958,435147,749,0.8,1,0
36,42258,1333367,710,4.9,1,0
54,98747,1174621,580,2.9,1,0
35,36520,563223,823,4.1,0,0
33,69296,349091,762,18.8,3,0
21,39772,400831,655,5.0,1,0
29,157014,885695,638,4.5,1,0
46,76525,429681,686,2.4,1,0
24,103500,283048,641,5.0,1,0
31,34522,1170123,850,0.1,3,0
29,92492,511590,649,4.1,0,0
52,40637,278784,594,0.4,0,0
22,52366,648976,807,1.2,2,0
34,130748,962197,634,4.1,0,0
59,26221,197572,742,5.5,2,0
49,55378,376862,734,2.4,2,0
27,63755,363179,675,2.7,2,0
60,66970,635285,602,3.4,3,0
34,37403,733517,676,7.1,1,0
22,171400,284594,586,0.1,0,0
62,22539,134027,678,3.0,3,0
59,117633,1009977,741,0.1,4,0
26,101624,180600,817,1.9,2,0
66,153358,549600,592,3.7,1,0
50,18902,398082,659,0.4,4,0
53,29106,503810,638,3.3,3,0
53,119990,1657775,701,12.9,1,0
35,15895,5000000,558,5.8,1,1
26,18697,119760,605,7.6,1,0
46,36571,972013,544,4.3,1,1
67,55005,390429,564,11.3,1,1
31,127431,1023034,627,0.8,3,1
42,43863,951514,813,3.0,1,0
32,34031,1366544,707,4.5,1,0
23,59091,555693,685,10.3,3,0
59,64975,217148,787,1.8,5,0
46,63878,929237,710,0.0,2,0
32,44055,486211,718,18.3,3,0
46,15168,366929,642,0.1,1,1
21,28266,302253,629,0.8,1,0
35,114939,989612,575,2.7,3,1
67,54843,1595496,631,3.4,2,1
66,40396,170027,657,9.0,3,0
61,95884,727640,707,3.0,0,0
56,24882,328433,677,4.0,1,0
33,42821,136787,650,1.1,1,0
28,53244,497905,607,4.2,0,0
31,37615,227178,711,2.1,1,0
20,52075,125216,640,0.5,1,0
68,43799,236713,708,14.6,1,0
67,21171,194420,526,0.4,1,1
59,54659,263721,706,5.7,0,0
55,22092,153168,739,11.9,2,0
62,54142,322509,729,1.0,1,0
59,111801,250046,664,1.4,1,0
35,41414,597488,753,2.8,1,0
37,24272,711286,578,1.7,0,1
65,45424,544769,672,7.1,1,0
42,29756,366459,664,2.1,3,0
55,70031,358634,762,21.3,3,0
30,44855,226463,518,9.8,1,0
21,136742,230868,595,11.3,1,0
31,98498,776757,819,0.3,0,0
50,44718,108254,485,1.0,4,1
45,75309,414745,745,0.9,1,0
69,38717,341525,623,5.6,2,0
54,50029,714476,700,0.1,0,0
25,39463,141490,793,8.2,0,0
61,77642,446852,703,4.0,3,0
51,115820,582094,794,4.2,2,0
61,79157,96395,640,3.9,2,0
22,85234,187313,651,3.8,0,0
22,85290,411090,742,1.1,1,0
48,68237,667515,644,1.7,2,0
62,24746,511958,727,3.3,1,0
26,136023,692707,774,5.7,3,0
59,144733,186558,749,1.6,2,0
49,42602,124119,553,8.2,0,0
50,39245,473356,652,8.3,2,0
20,70788,165465,702,1.6,2,0
47,68219,221403,660,4.1,1,0
67,43426,932684,686,2.1,3,0
29,23155,514669,703,1.1,2,0
46,58889,280824,637,8.2,2,0
20,68245,253108,664,23.8,0,0
43,75772,727040,585,4.2,4,0
47,60450,524172,641,12.3,1,0
26,41661,167435,557,5.1,0,0
43,89000,93129,689,4.2,1,0
19,50996,1993577,664,3.3,1,1
20,37087,166377,606,1.3,0,0
63,43985,674790,822,0.4,1,0
21,17195,1481483,660,2.9,0,1
42,43943,497861,702,4.1,2,0
68,74091,273662,628,3.6,1,0
30,60106,141373,646,5.9,1,0
56,122075,139803,705,1.1,1,0
61,41865,598005,653,2.2,3,0
52,65669,1412371,680,2.7,3,0
40,78876,322427,744,1.0,3,0
26,199928,283629,638,11.8,1,0
19,53469,772961,573,5.7,2,0
58,26199,255567,557,0.5,2,0
61,81532,551053,795,6.2,2,0
48,150156,457458,754,4.0,1,0
61,40395,318833,732,3.7,0,0
64,81198,436947,645,22.9,2,0
19,102460,1813051,573,4.8,1,0
49,90241,717570,657,11.4,2,0
35,52856,1060234,672,12.2,3,0
30,32238,212149,589,0.5,1,0
63,46687,1063152,562,0.0,0,0
22,64547,737643,541,2.9,0,1
59,84536,133295,732,7.3,1,0
61,59896,681350,583,8.7,1,0
27,39028,293425,704,7.7,1,0
60,68406,128457,648,3.0,0,0
42,82129,490814,727,6.9,1,0
51,61559,680943,706,6.3,0,0
54,29681,499461,661,1.9,6,0
47,43965,405424,690,0.9,2,0
24,86568,339602,671,4.9,0,0
23,21379,3182795,630,5.7,3,1
20,15000,171775,758,4.2,0,0
30,121157,889431,646,1.2,1,0
20,66625,447905,673,1.6,1,0
43,70547,223334,566,6.2,0,0
41,25691,425610,701,16.4,2,0
23,76306,145169,631,14.5,0,0
60,57823,274747,641,3.7,5,0
66,18947,426109,612,10.9,2,0
59,115216,127913,670,0.1,0,0
29,53917,663381,519,9.9,1,1
66,38651,204636,734,3.2,4,0
53,39073,138499,676,7.6,3,0
19,15000,186402,642,0.0,2,0
28,69982,2522505,556,10.1,2,1
56,57360,90903,714,4.5,0,0
51,43632,627123,629,1.4,1,1
43,105565,242483,784,2.1,2,0
35,21368,334334,718,1.1,0,0
38,34266,717224,802,2.8,1,0
53,29436,689591,690,2.0,0,1
57,41469,256643,766,3.8,0,0
69,51045,149304,717,8.4,1,0
63,63450,727749,643,20.2,3,0
61,39807,688246,694,1.4,4,0
39,28957,352224,613,0.6,3,0
47,134807,630050,845,2.5,0,0
67,208351,309692,671,0.8,1,0
60,53421,228289,682,9.0,1,0
47,31130,443817,711,3.5,1,0
25,118809,670129,593,4.8,2,1
51,20577,566595,785,0.8,2,0
64,40100,664858,597,6.9,0,1
26,32284,240755,579,18.2,0,0
68,24447,1568303,666,3.3,0,1
37,41439,336413,577,16.4,1,0
57,29187,402265,804,0.2,1,0
42,49394,154056,661,0.2,3,0
36,49826,378857,422,16.1,4,1
22,33765,677246,695,6.0,1,0
28,39249,814238,724,1.0,0,0
32,42680,1543483,646,2.3,0,1
25,79690,670774,571,3.5,6,1
36,44843,552125,671,6.1,1,0
40,80404,309577,641,9.2,2,0
44,69667,260565,601,0.4,0,1
57,69072,961450,594,5.3,1,0
49,112725,946812,692,3.2,1,0
43,25043,186911,752,4.6,1,0
44,36904,788964,716,3.6,5,0
36,141206,744380,541,3.0,2,0
67,42007,181489,729,1.2,1,0
59,15000,681713,741,3.2,0,1
46,43400,191063,791,1.1,1,0
56,53154,63358,604,0.2,2,0
58,15000,389227,675,2.3,3,0
50,109137,543753,725,0.1,1,0
36,31945,403504,637,4.1,1,0
54,59703,4384935,724,0.4,1,1
36,42805,599038,678,2.9,2,0
50,22629,497680,612,19.6,3,0
64,25788,623854,619,0.0,1,1
33,27971,310812,779,2.3,2,0
40,94033,930598,600,5.6,3,0
24,44867,590545,586,0.9,1,1
43,35842,569285,707,4.1,1,0
49,27979,268526,677,1.5,1,0
29,100477,126568,575,1.3,1,0
25,118009,296229,638,11.3,3,0
22,99792,554658,614,1.1,1,0
59,65871,309972,628,2.4,0,0
45,58331,558707,850,0.9,2,0
22,23633,367364,655,1.7,3,0
66,42298,624348,609,1.7,1,0
43,32522,202509,841,2.0,2,0
22,16394,516232,751,5.1,0,0
39,92431,264934,737,6.8,1,0
32,32289,129233,613,3.6,0,0
30,100465,387657,775,4.7,1,0
45,83203,1512166,745,8.4,0,0
50,68461,137742,691,38.7,0,0
60,70808,486753,542,3.0,5,1
40,33887,837403,678,13.8,2,0
50,149448,2785741,818,3.4,2,0
60,50305,298239,697,7.6,0,0
35,58756,266838,649,4.3,4,0
67,33208,173971,661,10.8,4,0
47,28037,1101752,667,3.0,2,0
43,65275,221033,616,6.0,2,0
33,55854,328904,676,3.1,2,0
30,30527,100795,795,9.7,2,0
56,20680,897328,786,25.9,0,0
50,22880,1117502,619,1.4,2,1
43,100476,870323,782,3.2,4,0
65,33929,122484,740,0.4,2,0
18,40000,719074,730,0.8,2,0
66,117032,116060,714,13.2,1,0
55,25001,463440,605,3.9,2,1
19,31691,521290,647,2.5,2,0
66,30907,567018,746,5.6,3,0
23,129422,678547,583,4.1,4,1
63,162109,439579,596,1.7,1,0
67,76952,92047,704,1.3,3,0
55,78435,678810,616,4.5,4,1
59,34606,478344,745,1.0,2,0
41,157691,214894,619,0.7,0,0
35,57561,126056,699,1.9,0,0
44,81786,1516654,706,9.9,0,0
58,46013,1184747,641,0.2,1,1
25,41738,778221,660,9.0,0,0
45,132962,257547,625,4.9,2,0
27,67767,59065,678,0.2,2,0
34,117104,815652,603,4.6,2,0
46,57136,593237,662,2.8,2,0
23,29465,327836,739,9.2,2,0
31,34544,1087992,589,11.9,2,1
39,52144,871872,641,1.7,4,0
23,33661,509342,721,7.7,1,0
43,25223,454997,513,1.9,2,1
56,100795,460825,828,1.8,1,0
29,35350,762190,763,1.1,0,0
52,53258,222797,556,5.7,0,0
31,58552,622056,511,1.5,3,1
39,34444,211827,682,3.1,1,0
68,117064,1288828,590,8.4,2,0
40,25077,677187,756,7.8,1,0
65,57352,255101,711,9.7,2,0
24,56821,471878,689,0.9,1,0
57,47450,223456,634,4.4,1,0
67,22513,1473705,808,12.3,0,0
42,82659,1620589,740,0.2,0,0
30,76581,772184,728,7.9,0,0
38,32684,1536972,776,1.4,2,0
58,74943,499536,598,5.5,2,0
27,61386,814891,782,6.3,2,0
26,22734,1178531,658,13.0,1,1
32,29367,440385,706,3.6,0,0
69,97048,468308,667,9.4,2,0
19,59021,933713,529,0.2,2,1
42,34941,742069,756,2.7,1,0
30,29287,241743,534,2.9,2,1
51,35981,76921,602,3.9,1,0
68,37545,384453,643,3.3,0,0
51,29508,82658,523,17.2,2,1
52,17239,200222,591,0.4,2,1
55,97149,219821,699,1.5,1,0
20,87761,280712,652,17.3,2,0
59,22834,852859,658,2.9,2,1
23,53198,1014740,606,4.2,3,1
65,28528,664634,683,0.4,3,1
66,41900,733810,653,1.7,0,0
36,39860,747804,548,0.2,5,1
20,37922,60026,663,0.7,5,0
35,163042,446037,580,5.0,0,0
56,37639,105117,751,7.2,2,0
26,30183,664846,648,10.2,2,0
69,31021,82910,850,1.4,0,0
29,91698,382945,757,2.0,4,0
22,18192,685713,669,4.2,2,0
20,31021,180916,726,0.4,1,0
28,116785,954910,512,8.2,1,1
47,56748,663509,756,3.3,1,0
21,55003,599984,614,16.8,1,0
22,176184,773283,687,0.6,1,0
18,56829,331916,621,0.7,1,0
44,32051,499586,630,2.1,2,0
45,41388,445985,665,1.2,1,0
46,24803,437994,686,6.0,3,0
35,104147,258428,677,14.7,1,0
29,69198,163730,679,0.5,2,0
30,96244,337902,549,1.4,3,1
58,101497,323334,850,1.4,3,0
19,38233,245392,698,3.6,4,0
54,27809,874705,715,3.0,0,0
62,47523,173205,652,6.5,3,0
33,29037,385691,610,6.6,3,0
65,54120,1124750,692,4.3,0,0
41,96689,915571,703,4.5,3,0
52,44316,1170609,784,9.2,0,0
39,53637,275784,846,2.5,0,0
53,46336,828548,798,0.1,3,0
28,79351,189022,538,1.2,0,1
63,32837,354796,643,0.2,2,0
46,15000,382542,706,2.5,3,0
52,65024,279100,647,2.2,2,0
65,88672,331223,676,0.5,2,0
32,64075,298134,508,7.0,0,1
48,33384,201608,753,4.0,2,0
59,24809,877762,529,1.3,2,1
58,65953,382330,554,7.1,0,0
60,53363,519773,598,5.5,2,0
33,45457,504347,672,1.1,1,0
27,146309,462213,550,20.3,2,0
66,27775,476509,595,1.0,0,0
49,142204,346509,771,7.4,3,0
68,49964,1376036,671,17.3,2,0
19,16295,813088,714,6.5,0,0
41,44023,448967,581,5.5,1,0
40,87177,309389,675,11.7,1,0
19,39378,402295,669,1.6,2,0
55,20234,617909,616,1.6,0,0
48,44413,1468793,675,5.1,1,0
68,29310,147496,528,10.7,1,1
57,65846,749993,715,4.8,2,0
43,77966,1089662,648,18.9,0,0
46,26010,134675,659,1.3,2,0
20,32096,382727,748,8.7,0,0
31,77186,188789,714,13.1,1,0
42,29280,624323,654,2.8,2,0
65,25609,332142,590,16.3,1,0
18,24168,398669,786,1.1,0,0
20,60549,318429,572,15.3,2,0
43,59011,787115,730,11.7,3,0
35,32518,531376,552,0.3,1,1
26,49170,532182,753,3.7,1,0
55,122550,503076,760,3.8,1,0
40,27325,699410,526,0.3,1,1
38,15198,358764,715,0.2,1,0
18,64411,1724796,709,0.0,0,0
38,45878,164746,736,3.7,1,0
44,32015,111219,709,3.1,3,0
59,72493,104094,603,14.1,1,0
23,81107,83811,662,2.1,1,0
61,15000,758073,813,5.4,3,0
53,33138,687690,591,0.0,4,1
45,196911,1162660,705,5.4,2,0
62,69566,189982,772,12.2,3,0
34,73545,803208,600,2.2,1,0
57,99085,462989,566,1.9,2,1
69,49525,505482,578,4.9,2,0
20,79063,729779,711,2.0,0,0
29,75420,241584,578,2.6,0,0
56,67739,3505344,669,1.6,0,1
29,40408,1284017,789,2.1,3,0
19,54351,289131,675,5.7,2,0
63,34440,184870,617,12.8,1,0
39,49399,412370,690,4.4,3,0
40,24316,511860,674,0.1,1,0
47,30504,1037673,716,1.5,1,0
22,41382,173689,809,15.2,2,0
26,27827,555925,711,12.1,2,0
38,36206,130194,842,0.6,3,0
28,44428,627240,716,12.0,1,0
22,62402,405954,618,16.7,2,0
52,86643,2083050,850,2.0,1,0
44,37113,128437,670,6.0,1,0
66,109213,1324422,595,4.1,0,0
19,86091,113202,850,2.1,1,0
41,66333,153005,621,0.8,1,0
48,53754,115650,618,2.3,2,0
50,59365,540517,635,13.1,2,0
56,99930,172998,693,8.3,2,0
47,102144,150442,754,2.0,1,0
63,109203,520327,468,4.0,3,1
54,50251,635025,754,2.6,0,0
68,68389,456744,635,3.1,2,0
45,109768,388568,646,7.2,1,0
48,33717,1910981,817,3.9,1,0
28,40495,497160,697,1.0,3,0
40,49494,842857,715,1.6,1,0
19,84099,496003,676,4.2,0,0
57,84889,183817,741,5.9,2,0
58,42679,686876,809,3.5,2,0
44,19827,261806,481,4.8,2,1
52,56823,411354,766,7.8,0,0
19,28254,564853,803,3.9,2,0
56,20051,93607,720,18.9,0,0
54,22963,122075,625,1.3,1,0
38,59624,915812,587,12.6,1,0
22,110926,260147,850,1.4,1,0
69,50178,270206,607,3.8,3,0
62,55649,505422,801,3.0,0,0
38,99681,324961,711,2.3,0,0
46,19405,617893,843,16.4,2,0
37,66977,424684,654,1.6,1,0
55,48681,518596,551,5.6,2,1
37,68846,252335,680,8.1,3,0
67,36677,516523,561,1.1,2,1
42,30008,1070965,850,18.1,0,0
19,53332,280913,730,4.0,1,0
49,131862,920115,742,12.3,2,0
43,82170,424535,742,5.5,2,0
23,36148,796183,624,5.2,2,0
58,21925,490419,669,2.1,2,0
20,17867,430744,688,7.4,0,0
50,107975,585243,835,0.2,2,0
18,27638,1168087,587,4.1,1,1
68,40323,534388,621,0.2,0,0
22,108307,648764,650,1.8,3,0
30,18613,329460,626,0.5,3,0
36,120013,1554569,563,12.1,0,0
29,42100,738421,463,4.9,1,1
65,24608,470789,533,5.5,2,0
42,42259,401064,767,9.5,1,0
68,31775,967360,679,6.6,0,0
52,63862,272402,746,0.7,2,0
29,33227,106265,633,4.8,1,0
47,15568,468794,672,19.1,0,0
22,42944,1146246,809,1.2,2,0
51,21721,1580176,804,4.8,0,0
39,55414,406022,755,4.1,1,0
56,24045,458112,696,2.5,3,0
30,36577,670396,721,15.5,3,0
64,54696,358083,709,2.2,1,0
20,43153,668722,666,0.5,2,0
37,56968,413196,647,16.4,1,0
48,73730,993604,769,6.5,2,0
22,24470,788891,576,2.1,2,1
41,47162,845921,798,1.6,2,0
57,15000,375399,657,13.2,3,0
50,56862,2065208,574,1.6,1,1
25,40925,651563,636,3.9,0,1
41,27171,539196,610,1.2,3,1
67,59244,240685,633,26.7,2,0
37,99073,409356,632,7.3,3,0
33,36841,484805,629,4.2,3,1
67,27808,235592,655,6.8,4,0
69,54123,350160,674,12.4,2,0
29,21996,387456,741,16.5,2,0
30,32983,462654,660,7.7,1,0
62,102072,107994,706,9.5,2,0
59,50884,397036,680,2.5,1,0
56,15872,327133,723,2.5,1,0
42,16677,435083,683,8.3,2,0
63,54027,1012791,628,7.1,1,0
49,82243,2285090,606,11.6,2,0
41,18572,761238,696,0.7,1,0
65,64204,164795,781,5.9,0,0
64,108902,335599,661,5.2,2,0
61,152164,712667,623,8.0,0,0
26,59798,651239,659,0.1,0,0
57,66441,974676,635,8.8,0,0
67,15000,409265,626,2.0,0,0
40,172793,330777,564,5.8,0,1
67,34707,1797557,660,4.8,0,1
30,27998,463673,698,2.9,3,0
49,42061,196155,593,6.9,0,0
67,121419,1439932,609,16.2,0,0
32,184393,133669,604,2.0,0,0
53,52851,50000,569,6.9,4,0
66,89219,818729,603,1.9,0,0
22,50308,916723,664,9.3,2,0
39,26299,616128,572,2.9,3,1
33,118900,156066,668,3.0,1,0
58,33749,422060,623,7.4,0,0
27,123169,354146,605,3.4,1,0
41,106843,287842,710,1.6,3,0
35,70857,1369088,628,27.1,2,0
66,146882,191504,642,4.8,0,0
35,187101,569710,783,5.2,2,0
24,44128,1149959,606,5.2,4,1
21,30173,600281,805,10.7,0,0
43,16017,1194089,652,1.0,0,1
22,188491,694516,589,0.3,2,0
33,37653,623734,635,2.4,2,0
52,96860,593307,685,4.2,0,0
43,31421,722703,780,1.7,2,0
35,123371,324996,743,5.8,1,0
46,32206,156138,685,0.4,3,0
40,23979,949067,780,7.8,0,0
31,43256,1120621,529,6.3,0,1
32,35629,541221,699,1.2,0,0
66,70107,285300,704,1.8,1,0
50,47532,127239,705,8.2,2,0
42,71440,473849,551,7.4,2,0
38,41166,150367,598,8.4,0,0
34,32890,134431,666,1.9,0,0
40,34539,435136,769,17.5,3,0
60,167202,240141,833,6.3,0,0
34,56111,583177,626,0.3,2,0
31,15000,389478,575,3.2,0,1
46,35877,272308,745,5.5,0,0
37,51954,113104,850,0.9,0,0
47,148336,223616,768,11.6,3,0
36,90873,230289,620,7.0,2,0
56,28196,166001,850,0.4,1,0
30,209193,340021,734,12.2,0,0
35,48112,176698,616,2.6,1,0
40,103548,388095,834,3.0,1,0
63,24513,536235,610,7.6,2,0
50,15000,228448,630,5.2,1,0
56,21056,621770,738,2.9,1,0
57,15000,148882,678,1.5,1,0
35,174077,181726,682,3.6,3,0
26,55754,404103,683,4.3,2,0
50,28147,766532,769,5.0,3,0
49,64316,885510,494,4.6,3,1
34,54918,1607052,702,4.8,1,0
36,71151,327331,656,3.2,3,0
44,101287,399511,619,4.1,1,0
23,41193,193660,619,1.7,3,0
52,28914,162265,469,0.9,2,1
54,80552,531180,616,4.7,0,0
51,79332,237827,783,0.2,0,0
37,52075,1185770,746,0.3,0,0
42,181050,137323,664,1.4,0,0
21,37695,652836,567,1.1,0,1
27,28569,197878,745,2.3,4,0
27,62997,229496,784,2.3,1,0
41,32696,680980,762,0.6,1,0
38,65993,257634,602,1.4,5,0
28,29738,292837,610,0.0,1,0
44,38555,231023,812,2.2,1,0
33,152436,1845062,583,8.0,0,1
43,38432,269955,718,1.5,2,0
47,30354,461040,537,5.2,3,1
66,98953,376423,655,0.5,1,0
33,26091,528148,726,0.1,2,0
24,32345,270549,677,3.4,3,0
33,69281,376753,721,3.1,2,0
52,86081,606319,581,1.1,2,0
33,101954,221813,614,1.7,0,0
57,31309,1057541,718,0.2,0,0
29,70094,1142105,735,8.0,1,0
